사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
23-Aug,9호선,4111,신목동,2,0,"2,383",422,"6,754","2,382","20,608","3,310","19,774","6,592","9,200","3,458","6,240","2,849","5,279","2,707","5,453","3,200","4,821","3,704","4,251","3,978","4,391","4,768","5,472","5,937","6,372","8,662","6,372","15,801","2,949","10,744","2,172","6,919","1,802","6,414","1,671","6,063",731,"3,291",176,"1,283",1,12,0,0,0,0
23-Aug,9호선,4112,선유도,2,0,"2,221","1,514","6,608","4,628","22,394","14,987","27,268","41,988","12,493","20,418","9,381","7,969","8,905","7,134","9,914","8,022","9,295","7,485","9,147","8,050","10,342","8,307","13,177","9,849","27,331","15,218","37,711","22,501","13,516","16,609","7,845","9,233","6,104","9,036","4,754","8,057","1,894","5,283",344,"1,518",0,1,0,0,0,0
23-Aug,9호선,4113,당산,74,0,"9,865","1,494","20,069","7,317","55,433","17,216","63,544","46,864","37,881","25,044","27,125","17,293","25,661","17,828","27,867","19,125","26,825","21,498","24,216","20,999","24,961","25,239","27,917","30,394","38,463","48,597","50,381","71,855","24,693","51,503","20,745","34,017","19,638","32,030","16,173","31,404","8,006","18,559","1,394","4,974",2,215,0,0,0,0
23-Aug,9호선,4114,국회의사당,4,0,866,"1,808","2,134","9,827","4,587","49,122","7,447","155,008","6,822","69,611","9,388","25,765","13,228","20,275","15,689","19,523","18,260","28,198","22,290","20,496","26,019","11,565","39,006","12,090","80,489","12,328","108,583","13,766","36,904","7,955","23,501","5,312","22,114","4,477","13,729","3,820","4,799","2,328",903,665,0,0,1,0,0,0
23-Aug,9호선,4115,여의도,6,0,"3,019","2,763","4,466","28,945","9,367","146,012","10,937","173,198","11,311","79,851","15,215","38,107","22,139","36,394","24,225","37,302","30,255","37,211","35,681","31,622","46,503","28,494","69,495","27,881","166,584","32,115","159,362","32,347","75,320","18,454","61,339","9,088","44,498","8,132","26,057","7,843","9,078","4,482","1,158","1,905",0,258,0,0,0,0
23-Aug,9호선,4116,샛강,9,1,"1,143","1,086","2,531","4,399","5,265","18,656","6,442","37,486","5,148","14,870","5,000","9,156","6,090","7,636","7,094","7,349","7,794","8,139","8,412","6,467","9,428","6,891","11,651","7,228","22,729","9,863","32,672","13,057","12,214","8,391","9,986","4,388","9,499","3,699","7,070","3,618","3,501","1,962",658,931,0,1,0,0,0,0
23-Aug,9호선,4117,노량진,420,3,"17,153","1,935","26,678","13,735","67,411","39,021","91,877","57,916","51,277","35,302","32,672","23,235","30,320","25,054","33,799","29,817","36,158","32,433","31,326","29,788","31,184","31,345","36,836","40,336","47,234","57,568","49,895","89,396","29,937","57,641","29,754","41,373","34,410","37,971","36,290","37,563","10,719","22,879","1,190","5,652",0,2,0,0,0,0
23-Aug,9호선,4118,노들,7,0,"4,088",228,"6,056","1,389","17,422","2,303","22,747","4,045","12,552","3,437","8,426","3,352","6,931","3,711","7,097","4,072","6,933","4,291","5,836","5,506","5,484","5,866","5,959","8,191","6,409","11,722","6,151","16,461","3,647","11,985","3,379","7,444","3,459","6,642","2,581","6,817",903,"4,006",224,"1,075",1,3,0,0,0,0
23-Aug,9호선,4119,흑석(중앙대입구),10,0,"3,383",894,"6,737","4,948","18,933","11,170","22,346","19,941","15,131","14,453","12,032","9,720","11,966","9,535","12,722","10,954","12,998","12,061","12,204","11,878","13,725","11,345","16,437","15,017","21,130","19,018","15,890","26,608","9,778","19,498","8,090","12,144","7,443","11,507","6,919","11,030","2,897","6,761",560,"1,980",0,12,0,0,0,0
23-Aug,9호선,4120,동작(현충원),7,0,"1,027",334,"1,671","1,984","4,849","2,136","5,154","3,488","3,231","2,646","2,800","2,221","2,769","1,694","2,904","1,719","2,866","1,869","2,532","1,752","2,674","2,057","3,470","2,162","3,503","3,029","4,090","4,122","1,802","2,710","1,521","1,744","1,609","1,646","1,067","1,782",540,"1,207",99,676,0,278,0,0,0,0
23-Aug,9호선,4121,구반포,0,0,298,160,616,"1,974","1,343","2,278","1,740","3,718",988,"3,376",988,"1,456","1,193","1,422","1,247","1,483","1,327","1,742","1,661","1,444","1,989","1,256","2,796","1,401","3,438","1,620","3,959","2,281","2,070","1,471","1,251",784,897,742,798,599,263,365,34,181,0,0,0,0,0,0
23-Aug,9호선,4122,신반포,0,0,723,609,"2,216","9,785","6,094","7,533","7,636","9,844","5,092","6,806","4,418","4,528","4,443","4,080","5,051","3,849","5,278","4,653","5,011","5,190","7,334","4,642","11,740","5,706","11,041","7,137","9,404","9,766","5,383","8,299","4,196","4,397","4,652","3,587","3,260","3,625","1,031","2,078",174,480,0,0,0,0,0,0
23-Aug,9호선,4123,고속터미널,8,0,"2,420","1,453","6,013","16,735","17,776","20,430","22,603","31,307","19,225","32,794","17,961","37,202","20,052","38,847","22,561","39,400","24,612","37,958","26,971","41,590","31,403","41,672","35,369","44,652","37,853","50,113","37,887","56,594","31,376","39,404","29,844","26,322","23,544","22,165","19,922","20,353","7,460","9,765",889,"1,650",0,5,0,0,0,0
23-Aug,9호선,4124,사평,2,0,975,239,"3,366","1,804","10,961","4,898","13,309","8,167","8,324","3,905","6,204","3,729","5,726","3,747","6,052","4,810","5,870","5,999","5,370","5,051","6,153","6,549","7,909","7,154","8,304","8,967","8,949","13,325","4,856","8,629","3,161","6,186","2,357","5,367","2,019","5,976",754,"2,590",156,728,0,0,0,0,0,0
23-Aug,9호선,4125,신논현,68,1,"4,380","1,553","13,245","15,783","32,436","38,399","42,636","86,182","31,673","97,911","28,184","53,368","32,737","42,321","38,755","43,370","41,386","45,145","44,231","45,610","49,507","43,024","60,748","50,274","81,099","67,675","106,952","92,804","76,006","55,876","58,354","31,674","64,242","26,180","56,332","21,438","28,694","12,874","4,556","3,542",5,425,0,0,0,0
23-Aug,9호선2~3단계,4126,언주,0,0,"1,222","1,257","2,946","11,842","7,309","24,145","10,494","69,122","9,968","52,074","10,044","22,418","11,720","14,199","14,772","12,665","13,470","15,145","15,616","12,866","19,262","11,982","26,375","12,324","44,729","12,594","62,720","15,982","29,974","10,957","16,510","6,969","12,940","7,179","9,164","5,706","3,488","3,737",557,"1,187",0,39,0,0,0,0
23-Aug,9호선2~3단계,4127,선정릉,5,0,"1,148","1,255","4,158","7,502","8,417","21,358","10,503","61,865","8,557","46,091","7,139","21,728","8,155","12,357","10,554","11,556","10,460","13,052","11,563","10,303","12,811","9,893","17,606","9,745","34,285","12,383","54,626","14,623","29,525","10,580","14,933","7,331","12,763","7,031","9,606","6,830","3,602","3,807",727,"1,213",0,14,0,0,0,0
23-Aug,9호선2~3단계,4128,삼성중앙,0,0,932,659,"3,046","4,458","6,341","18,335","7,951","48,213","6,382","38,562","6,294","12,571","6,905","8,954","8,522","8,027","9,008","7,816","9,441","8,332","11,158","6,812","15,256","8,750","28,941","10,453","45,504","13,905","20,163","8,829","11,490","5,590","10,042","4,741","6,353","4,267","2,608","2,608",554,849,0,0,0,0,0,0
23-Aug,9호선2~3단계,4129,봉은사,4,0,"1,929","2,032","5,253","15,348","9,552","43,041","10,892","119,745","9,637","85,178","11,484","54,849","18,340","46,095","24,547","44,369","30,578","45,346","37,189","37,252","45,287","34,727","59,743","31,071","88,104","30,356","120,138","29,757","58,314","17,745","43,286","10,449","38,024","8,322","23,930","6,109","6,752","3,707",948,844,0,0,0,0,0,0
23-Aug,9호선2~3단계,4130,종합운동장,1,0,"1,287",246,"3,630","1,955","9,270","5,675","11,784","12,487","8,660","9,549","5,689","5,388","5,909","5,226","6,917","5,475","6,840","6,888","6,120","6,914","6,541","7,050","8,432","8,803","11,381","12,180","12,332","16,872","7,588","11,419","6,476","6,684","7,395","6,166","5,466","5,418","2,897","3,432",533,780,0,10,0,0,0,0
23-Aug,9호선2~3단계,4131,삼전,3,0,"4,585",514,"7,408","2,488","23,500","4,467","34,960","12,214","22,208","7,904","11,739","5,695","10,202","6,299","10,265","7,134","10,218","7,933","8,999","7,715","8,543","9,957","9,828","12,214","11,689","17,789","14,272","29,106","7,335","21,678","5,678","13,826","5,389","12,800","3,878","11,612","1,635","7,409",330,"2,431",0,291,0,0,0,0
23-Aug,9호선2~3단계,4132,석촌고분,4,0,"2,974",487,"7,061","3,149","18,811","5,519","30,724","15,561","18,823","9,409","10,654","6,244","9,360","6,298","9,762","7,341","9,322","7,912","8,349","8,606","8,443","8,727","10,284","11,279","11,481","15,875","16,234","24,745","7,441","20,529","5,770","12,063","5,188","11,356","3,906","10,022","1,494","6,422",249,"2,047",0,2,0,0,0,0
23-Aug,9호선2~3단계,4133,석촌,0,0,"3,414",410,"10,212","2,729","23,734","5,492","32,901","12,621","23,160","11,351","13,981","8,913","11,970","8,262","13,208","10,329","13,368","10,329","12,095","10,376","12,595","11,159","14,804","13,148","16,301","19,491","17,482","33,199","10,829","23,826","9,495","15,043","9,932","13,917","8,857","13,215","3,687","7,225",557,"2,219",0,1,0,0,0,0
23-Aug,9호선2~3단계,4134,송파나루,1,0,"2,124",399,"4,679","1,922","13,190","5,120","19,434","12,634","11,731","7,573","7,437","6,739","6,396","6,983","7,435","9,226","7,853","8,451","7,460","8,002","7,936","9,094","8,180","10,384","9,868","15,710","13,649","26,433","7,070","16,158","6,767","9,051","7,667","7,563","5,769","6,511","2,318","3,543",451,"1,565",2,1,0,0,0,0
23-Aug,9호선2~3단계,4135,한성백제,0,0,"1,214",320,"3,340","1,416","7,770","2,226","10,936","6,049","6,088","4,531","3,893","4,150","3,536","3,378","4,337","3,428","4,372","3,923","4,243","3,312","4,578","3,839","5,125","4,261","6,280","5,945","7,984","8,703","3,356","7,794","2,766","3,888","2,436","3,517","1,798","3,359",663,"2,168",96,788,0,0,0,0,0,0
23-Aug,9호선2~3단계,4136,올림픽공원(한국체대),1,0,"2,234",825,"7,264","6,189","16,931","6,889","20,169","18,815","13,288","12,788","9,882","11,013","9,959","11,983","11,340","12,790","11,303","17,921","9,621","16,004","11,703","17,813","15,585","19,909","18,381","22,932","22,982","25,882","14,148","21,229","21,318","10,973","19,492","9,835","22,396","10,372","3,376","6,320",212,"1,911",0,15,0,0,0,0
23-Aug,9호선2~3단계,4137,둔촌오륜,2,0,393,302,"1,385","1,785","3,496","2,683","3,878","2,145","2,070","1,168","1,307",963,"1,313","1,112","1,337",985,"1,606","1,014","1,504","1,224","2,176","1,134","3,409","1,569","1,908","2,374","1,757","3,546",955,"2,282",681,"1,900",518,"1,436",603,"1,316",179,795,48,267,0,32,0,0,0,0
23-Aug,9호선2~3단계,4138,중앙보훈병원,1,0,"3,761",895,"17,291","10,437","47,952","13,959","48,236","20,856","29,406","15,361","20,841","13,608","18,960","9,864","16,623","11,251","12,920","13,458","16,993","13,630","19,128","11,208","20,411","12,774","22,174","20,163","15,295","38,399","6,638","26,687","4,708","17,255","4,242","15,549","2,867","15,168",983,"8,070",139,"1,913",1,186,0,0,0,0
23-Aug,공항철도 1호선,4201,서울역,297,1,"3,417","1,851","4,430","14,959","12,352","22,265","15,261","31,467","15,238","29,721","16,994","21,578","20,643","22,249","26,287","25,051","28,765","22,443","21,091","18,501","29,175","21,545","31,719","21,196","37,245","23,450","38,457","23,623","28,408","21,034","22,447","13,645","23,270","12,225","18,402","9,422","10,548","4,758",125,"3,143",0,0,0,0,0,0
23-Aug,공항철도 1호선,4202,공덕,54,0,"1,849",169,"2,701","1,828","6,338","4,420","6,294","11,541","3,994","6,112","3,388","3,658","3,384","4,044","3,438","3,942","3,527","4,367","3,100","3,910","3,287","4,655","4,359","5,867","6,889","8,943","10,294","12,953","4,329","8,721","3,550","5,289","3,466","5,257","3,054","5,250","1,281","3,605",85,"1,559",0,0,0,0,0,0
23-Aug,공항철도 1호선,4203,홍대입구,183,24,"5,462",398,"6,330","3,783","11,077","10,531","14,825","25,700","12,584","25,534","13,168","23,622","15,147","28,366","17,180","33,019","19,824","34,767","21,810","29,770","25,986","29,915","31,244","31,051","39,233","34,407","43,951","41,978","35,592","27,803","34,512","15,884","38,174","13,059","34,507","11,667","15,855","8,698","1,239","2,801",0,0,0,0,0,0
23-Aug,공항철도 1호선,4204,디지털미디어시티,159,9,"4,089","1,382","8,625","8,804","21,019","32,538","22,204","89,087","12,890","41,162","9,141","15,663","10,051","11,807","11,303","12,059","11,950","12,160","11,625","9,811","14,755","10,657","20,644","12,457","52,275","19,387","86,245","28,123","34,344","18,922","19,598","10,656","17,804","9,205","13,841","9,104","6,630","5,623",781,"3,102",1,4,0,0,0,0
23-Aug,공항철도 1호선,4206,마곡나루(서울식물원),11,0,"2,708","1,425","5,319","16,227","14,433","31,008","15,297","64,905","7,577","27,641","4,961","9,402","5,959","5,281","6,891","5,896","6,454","6,603","6,631","6,435","10,577","5,950","20,939","7,516","57,518","11,596","49,596","18,108","19,328","11,719","12,489","7,168","12,156","6,885","8,244","6,562","2,522","4,069",508,"2,700",0,0,0,0,0,0
23-Aug,공항철도 1호선,4207,김포공항,24,1,"1,888","2,141","3,482","11,496","7,067","19,938","13,927","17,406","17,175","10,745","19,586","10,322","21,031","10,866","18,282","12,049","20,619","11,637","22,873","10,657","24,325","10,035","18,275","10,812","23,756","12,485","28,114","10,429","19,656","5,616","17,184","2,926","20,948","1,773","18,481","1,576","6,855","1,069",179,700,0,15,0,0,0,0
23-Aug,공항철도 1호선,4208,계양,43,0,"12,749",961,"36,064","3,562","72,511","4,785","56,259","7,410","32,283","6,297","21,090","5,030","18,199","5,969","17,400","6,662","14,375","9,037","11,761","10,612","11,685","13,952","13,146","20,304","13,214","29,064","10,246","57,727","6,644","51,068","4,679","30,489","3,974","27,823","2,683","25,204","1,344","16,104",233,"4,874",0,0,0,0,0,0
23-Aug,공항철도 1호선,4209,검암,"1,184",14,"8,670",461,"16,058","2,558","36,202","8,223","25,420","16,010","12,942","5,246","9,001","3,949","9,150","3,557","8,584","4,444","7,452","5,212","6,440","5,673","6,596","6,596","7,747","9,741","9,481","14,802","13,001","27,287","4,556","26,125","3,800","15,021","3,153","13,132","2,211","12,267","1,040","9,561",191,"4,801",0,0,0,0,0,0
23-Aug,공항철도 1호선,4210,청라국제도시,126,0,"6,563",279,"17,750","4,243","32,012","7,732","19,419","18,991","11,275","5,600","9,030","3,542","10,132","4,005","9,085","4,400","7,832","5,316","6,999","6,198","7,602","6,751","10,241","9,187","14,304","14,111","20,007","23,251","6,195","23,335","4,153","14,368","3,489","13,414","3,085","13,717","1,177","8,426",211,"3,886",0,0,0,0,0,0
23-Aug,공항철도 1호선,4211,운서,168,4,"16,494",823,"21,702","8,753","31,289","13,332","27,371","13,144","14,952","11,182","14,315","6,485","16,873","7,434","16,345","9,481","12,821","10,402","11,461","12,325","12,397","13,848","15,124","16,301","17,925","21,247","14,243","33,475","8,760","26,813","7,763","22,214","7,143","21,037","6,255","20,396","2,659","16,930",356,"5,389",0,0,0,0,0,0
23-Aug,공항철도 1호선,4212,공항화물청사,4,0,669,"1,007","1,350","7,994","2,070","13,109","2,447","22,019","1,794","3,153",819,"1,797",783,"2,665","1,104","2,808","1,232","1,321","2,054",963,"3,032",832,"5,053","1,385","11,922","1,746","16,609","1,199","3,733","1,370","2,392","1,895","3,006",989,"2,840",371,734,177,5,67,0,0,0,0,0,0
23-Aug,공항철도 1호선,4213,인천공항1터미널,0,0,"9,036","10,103","12,672","18,516","17,746","35,440","18,976","37,414","16,360","27,620","18,126","25,100","21,176","31,141","24,331","35,521","27,498","26,052","31,826","26,535","36,686","22,723","33,051","23,154","32,473","25,449","37,763","18,605","27,292","16,889","22,661","11,109","25,396","10,118","27,447","8,045","11,984","8,204",78,"6,250",0,0,0,0,0,0
23-Aug,공항철도 1호선,4215,인천공항2터미널,0,0,"5,382","6,184","5,518","11,631","8,616","19,271","10,230","17,891","9,157","9,952","4,793","10,870","5,792","15,513","8,835","16,962","11,705","12,930","14,532","13,008","19,574","10,435","20,197","10,260","22,503","11,135","23,253","7,084","12,582","4,289","12,202","3,027","13,288","2,077","7,993","1,457","2,282","1,466",3,"1,952",0,0,0,0,0,0
23-Aug,공항철도 1호선,4217,영종,30,1,"3,481",215,"11,539","2,345","15,963","3,098","12,151","3,694","8,552","3,054","8,184","3,118","8,293","4,277","7,661","4,199","6,043","4,008","5,369","5,353","5,438","7,321","6,625","7,676","6,370","8,582","4,672","15,666","3,218","14,354","2,834","8,943","2,370","9,244","1,585","8,017",657,"6,891",132,"2,341",0,0,0,0,0,0
23-Aug,신림선,4401,샛강,3,0,491,598,"1,024","3,101","1,590","11,880","2,467","24,517","2,011","9,447","1,705","3,765","1,903","3,080","2,045","2,995","2,153","3,049","2,852","2,439","3,820","2,370","4,523","2,669","10,800","3,097","18,362","4,575","5,861","2,443","4,337","1,406","4,000","1,109","3,060",874,"1,267",528,390,323,0,55,0,0,0,0
23-Aug,신림선,4402,대방,57,1,"1,582",303,"2,175","1,112","6,305","2,840","10,363","4,924","5,536","3,139","3,931","2,256","4,125","2,306","4,357","2,448","4,084","2,769","4,057","2,819","4,036","2,855","4,058","3,671","5,553","4,356","5,573","7,320","3,291","4,621","2,744","3,165","2,426","3,114","1,828","2,908",786,"1,935",183,609,1,48,0,0,0,0
23-Aug,신림선,4403,서울지방병무청,0,0,"1,250",437,"3,258","1,235","9,329","3,695","12,907","5,779","6,624","3,091","5,857","2,699","5,190","2,928","4,817","4,314","4,077","4,065","3,844","4,178","4,341","5,145","4,562","5,946","4,295","7,588","4,443","11,470","2,168","8,045","1,686","5,207","1,474","4,469","1,152","4,239",347,"2,863",90,930,0,0,0,0,0,0
23-Aug,신림선,4404,보라매,0,0,"1,694",255,"3,168","1,346","8,455","5,110","12,937","12,866","7,500","4,826","5,060","3,549","4,840","3,729","5,162","3,939","5,270","3,976","5,109","3,874","5,742","4,546","6,561","5,167","7,624","7,415","11,820","12,033","4,369","8,634","3,721","5,004","3,311","4,335","2,695","4,012","1,172","2,405",292,822,2,3,0,0,0,0
23-Aug,신림선,4405,보라매공원,0,0,528,514,"1,878","1,604","4,867","4,547","6,329","8,475","4,183","3,403","3,011","2,528","3,254","2,379","3,328","3,262","2,993","3,079","3,223","3,251","3,595","3,196","4,457","3,560","5,355","4,031","6,505","6,766","2,229","4,602","1,870","2,817","1,271","2,422","1,116","2,239",306,"1,158",114,382,1,1,0,0,0,0
23-Aug,신림선,4406,보라매병원,5,0,986,799,"2,248","4,676","7,005","18,610","8,923","50,990","9,667","23,890","10,796","12,545","11,384","9,140","10,424","9,392","9,795","11,662","12,545","11,051","14,270","7,930","14,776","7,988","27,250","8,544","34,929","11,153","10,298","8,058","7,871","4,646","4,943","4,131","3,549","3,281","1,286","1,633",196,545,0,1,0,0,0,0
