사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
23-Aug,분당선,1867,청명,26,0,"2,718",971,"7,959","2,597","17,956","6,097","17,866","8,924","8,878","3,529","5,894","3,405","5,282","3,498","5,347","3,938","5,139","4,279","4,290","4,624","5,543","5,152","6,607","6,493","7,461","10,102","9,405","15,958","4,374","12,698","2,764","7,774","2,598","7,642","2,304","7,034",657,"4,091",11,385,0,0,0,0,0,0
23-Aug,분당선,1868,영통,82,3,"2,908","1,636","8,047","4,746","17,813","10,027","19,055","21,282","10,682","15,466","9,154","10,419","9,312","10,377","11,127","12,046","11,169","13,016","11,152","11,803","13,292","12,380","16,249","13,990","21,657","21,165","23,558","26,461","13,654","20,079","12,404","11,933","14,371","10,819","14,220","10,574","4,943","6,675",152,627,0,0,0,0,0,0
23-Aug,분당선,1869,망포,82,3,"6,181","3,046","23,525","9,631","55,168","25,073","48,662","41,126","24,163","17,268","15,822","9,963","14,704","10,348","15,924","11,713","14,828","12,059","14,018","11,400","15,958","16,004","20,329","19,765","34,528","28,925","44,378","49,185","21,941","46,364","16,325","28,185","13,669","21,994","11,393","20,560","3,928","12,813",124,"1,106",0,0,0,0,0,0
23-Aug,분당선,1870,매탄권선,41,1,"4,030",777,"10,751","3,240","21,680","5,045","19,866","12,472","11,139","5,051","7,157","3,344","6,671","3,266","6,580","4,624","5,781","4,475","5,103","4,237","6,468","6,309","7,764","7,836","9,814","11,825","9,042","21,011","5,005","15,417","3,751","9,929","3,509","8,096","2,521","8,650",817,"5,391",39,541,0,0,0,0,0,0
23-Aug,분당선,1871,수원시청,216,7,"6,512","1,651","12,869","7,525","29,833","18,151","29,740","51,376","14,893","32,969","12,695","17,392","14,852","14,836","16,765","17,827","15,880","19,064","16,383","15,254","19,632","16,712","26,440","19,354","29,633","31,256","41,973","48,390","21,394","35,991","18,575","22,251","21,517","15,852","17,492","14,982","6,691","9,572",201,"1,243",0,0,0,0,0,0
23-Aug,분당선,1872,매교,412,0,"4,508",594,"10,010","1,932","20,484","4,374","19,033","10,679","8,887","4,707","6,205","3,509","5,542","4,114","5,566","4,760","5,025","4,225","4,689","4,829","5,181","5,535","6,786","7,596","8,711","12,796","7,153","18,540","3,973","13,681","3,133","8,733","2,646","7,462","2,310","7,142",645,"3,951",18,641,0,0,0,0,0,0
23-Aug,수인선,1873,고색,686,4,"3,078",468,"8,008","3,096","17,023","15,408","13,421","20,783","6,776","5,027","4,529","2,535","4,411","3,162","5,197","2,962","4,589","3,201","4,257","3,677","4,582","4,344","6,113","6,165","15,180","8,271","19,304","11,194","5,950","12,326","5,721","7,772","3,868","5,910","2,160","5,570",795,"3,575",8,"2,024",0,0,0,0,0,0
23-Aug,수인선,1874,오목천,5,1,826,341,"6,176","1,876","12,560","4,464","12,795","8,924","7,418","3,989","5,705","2,986","5,649","3,104","5,944","3,587","5,068","4,252","4,445","3,704","5,507","4,621","7,192","6,723","7,564","6,342","8,126","12,219","4,063","8,361","2,593","4,848","2,012","4,440","1,512","5,787",636,"3,458",10,375,0,0,0,0,0,0
23-Aug,수인선,1875,어천,1,0,268,93,"1,018","1,599","2,789","3,084","2,567","2,666","2,442","1,264","2,084","1,220","1,935","1,237","1,948","1,298","1,763","1,593","1,544","1,594","1,893","1,745","2,746","2,504","3,107","2,278","3,367","3,251","1,544","2,399",940,"1,558",696,"1,491",458,"1,205",144,584,1,108,0,0,0,0,0,0
23-Aug,수인선,1876,야목,1,0,278,154,654,643,"1,112",617,"1,076",766,681,329,604,534,540,356,569,282,563,316,554,303,624,339,"1,021",515,"1,204",660,969,947,408,729,229,301,149,469,70,276,30,255,0,68,0,0,0,0,0,0
23-Aug,수인선,1877,사리,0,0,"4,977",414,"11,374","1,687","23,370","3,208","20,160","4,661","10,801","2,600","7,524","2,816","6,435","2,556","6,633","3,468","6,471","4,135","5,253","3,814","5,262","5,569","5,837","8,067","6,477","9,701","6,451","20,054","3,869","13,721","2,562","8,811","2,152","9,830","2,101","7,857",755,"5,365",24,803,0,0,0,0,0,0
23-Aug,수인선,1878,달월,0,0,2,37,45,142,122,211,153,236,76,91,67,74,121,55,75,105,88,165,117,59,116,82,294,102,276,78,"1,028",99,107,53,68,50,49,44,14,61,10,25,0,1,0,0,0,0,0,0
23-Aug,수인선,1879,월곶,7,0,"1,447",324,"4,961","1,739","10,067","2,049","9,515","2,907","5,314","3,212","3,807","3,287","3,810","3,868","3,853","3,695","3,676","3,419","3,562","3,472","3,742","3,898","4,453","5,080","4,502","6,556","5,895","9,667","3,247","5,542","2,348","3,963","2,082","4,146","1,385","3,312",560,"2,025",7,340,0,0,0,0,0,0
23-Aug,수인선,1880,소래포구,45,0,"3,014",637,"7,105","3,390","15,598","3,482","12,030","6,244","7,138","5,136","6,064","5,837","7,272","9,011","7,908","10,299","8,830","8,577","9,998","8,202","11,160","7,854","10,602","9,342","9,233","10,687","7,948","13,375","5,138","9,664","4,187","5,830","3,780","6,475","2,680","5,034","1,473","3,678",13,890,0,0,0,0,0,0
23-Aug,수인선,1881,인천논현,5,0,"2,982",747,"7,218","4,575","14,111","8,500","12,817","12,670","7,319","9,269","7,100","7,076","7,400","6,733","7,918","7,283","7,369","8,080","7,549","7,987","8,498","8,235","9,376","10,638","12,000","14,393","12,158","17,783","7,334","11,941","6,438","8,177","6,639","6,908","4,941","5,522","2,529","3,615",22,743,0,0,0,0,0,0
23-Aug,수인선,1882,호구포,8,0,"1,842",814,"3,539","6,531","7,263","17,041","7,462","23,219","4,996","4,834","4,386","3,062","4,637","3,748","4,865","3,629","4,657","3,965","4,869","3,646","5,115","3,924","6,352","4,954","15,357","6,577","17,305","7,774","6,115","6,596","6,078","4,952","4,217","4,098","2,248","3,446","1,107","2,696",11,609,4,4,0,0,0,0
23-Aug,수인선,1883,남동인더스파크,2,0,420,749,"1,121","4,105","1,313","15,745","1,943","18,651","1,376","3,254","1,463","1,388","1,774","1,474","1,961","1,567","1,911","1,428","2,283","1,285","2,834","1,159","3,774","1,252","13,280","1,513","10,379","1,906","3,371","2,196","3,621","1,540","1,831",934,553,634,176,447,0,29,0,0,0,0,0,0
23-Aug,수인선,1884,원인재,17,2,"3,656",604,"7,026","2,328","13,941","5,659","14,390","7,282","7,961","4,224","6,641","4,390","6,119","4,721","6,378","5,401","6,127","5,782","5,163","5,506","5,982","6,967","6,499","8,632","7,798","11,484","7,468","15,152","4,748","11,050","4,036","7,905","3,687","7,647","2,925","6,519","1,618","4,474",44,872,0,0,0,0,0,0
23-Aug,수인선,1885,연수,6,0,"2,928",796,"6,997","2,396","14,729","4,643","12,758","11,002","6,191","6,996","5,607","5,894","5,927","5,852","7,078","6,799","6,934","6,548","6,556","6,285","6,863","6,787","7,800","8,559","8,919","12,810","10,486","15,249","6,208","9,954","5,563","7,138","5,873","6,781","4,371","4,480","2,432","3,155",24,637,0,0,0,0,0,0
23-Aug,수인선,1886,송도,6,1,"2,190",518,"4,848","1,568","8,745","2,211","8,355","3,981","4,260","2,132","3,423","2,325","3,505","2,419","3,818","3,207","3,672","2,552","3,265","2,711","3,884","3,692","4,035","4,223","4,012","6,114","3,684","7,324","2,422","5,165","1,604","3,309","1,297","3,302",926,"2,540",332,"1,721",6,476,0,0,0,0,0,0
23-Aug,수인선,1888,인하대,45,2,"3,967",628,"10,421","3,938","21,574","5,055","16,920","13,598","8,362","8,045","7,174","7,636","8,142","6,210","8,503","7,238","8,594","7,262","8,488","7,760","10,546","8,131","14,203","10,465","12,938","15,570","10,880","21,274","6,563","11,978","5,737","9,264","5,334","8,737","4,145","6,642","2,340","5,008",64,"1,301",0,0,0,0,0,0
23-Aug,수인선,1889,숭의,19,0,"3,828","1,088","6,370","4,188","12,641","8,279","10,821","11,000","6,294","4,776","5,560","3,848","5,607","3,500","5,523","4,077","5,283","4,754","5,314","4,335","6,134","4,610","7,173","6,436","9,872","8,064","8,747","11,625","4,205","6,193","2,950","5,113","2,552","5,042","1,803","3,625",860,"2,291",14,669,0,0,0,0,0,0
23-Aug,수인선,1890,신포,13,0,"1,345",222,"1,517","1,199","3,107","3,503","2,662","8,009","1,745","2,905","1,723","2,401","1,930","2,342","2,473","2,533","2,532","2,534","2,872","2,472","3,514","2,846","4,370","3,391","4,749","3,627","6,025","4,688","2,573","2,302","2,386","1,679","1,927","1,469","1,230","1,117",515,778,1,230,0,0,0,0,0,0
23-Aug,수인선,1891,인천,80,4,619,169,918,974,"1,785","2,559","1,903","3,956","1,559","2,070","1,628","2,670","1,888","4,383","2,266","4,826","2,570","4,597","3,004","4,588","3,629","4,460","3,662","3,934","2,845","3,923","2,533","4,118","1,731","2,648","1,653","1,825","1,404","1,619",792,"1,488",200,892,6,295,0,0,0,0,0,0
23-Aug,경원선,1901,방학,883,9,"12,230","1,691","16,143","5,360","34,295","9,399","29,767","19,544","19,493","11,771","16,407","10,926","15,085","9,976","15,858","11,599","13,850","11,519","12,629","13,622","13,059","15,423","14,131","19,208","15,508","23,389","16,715","28,980","9,842","27,069","6,955","15,641","6,062","12,991","4,187","11,610","1,688","6,585",237,"2,429",0,0,0,0,0,0
23-Aug,경원선,1902,도봉,502,27,"7,344","1,183","10,027","3,195","19,874","4,303","17,861","10,559","12,834","8,931","10,842","7,728","9,743","6,729","9,069","7,953","9,234","7,520","8,521","8,698","8,754","9,466","8,934","11,330","10,238","13,434","10,100","16,341","4,985","15,318","3,421","8,889","2,683","7,244","1,916","6,932",796,"3,652",110,"1,362",0,0,0,0,0,0
23-Aug,경원선,1903,도봉산,415,12,"6,620","1,283","10,087","3,158","20,868","5,175","20,689","8,090","14,373","11,153","12,127","12,942","11,694","11,589","13,217","11,633","14,875","9,283","15,926","8,505","16,893","8,470","17,402","9,287","15,943","9,662","13,726","9,898","8,724","9,014","5,020","5,177","3,348","4,618","2,085","4,641",909,"2,756",133,"1,198",0,0,0,0,0,0
23-Aug,경원선,1904,망월사,610,7,"7,789","1,206","12,835","3,100","27,568","5,243","24,414","12,702","15,614","9,333","12,380","8,137","12,439","9,133","11,896","9,738","11,352","8,847","9,885","9,422","10,093","11,161","10,626","14,384","12,087","17,731","9,637","23,601","5,539","21,855","3,875","13,458","3,193","11,483","2,598","10,116","1,089","6,941",227,"2,483",0,0,0,0,0,0
23-Aug,경원선,1905,회룡,"1,639",17,"15,176","2,128","28,664","5,812","58,034","9,260","46,245","13,301","28,736","11,460","24,142","10,892","21,698","12,879","21,000","14,986","18,058","15,369","15,084","16,309","14,803","19,262","15,357","25,483","14,317","33,266","12,499","43,229","7,499","43,270","6,206","23,872","4,978","20,008","3,516","17,082","1,548","11,018",245,"3,885",0,0,0,0,0,0
23-Aug,경원선,1906,의정부,"2,934",23,"10,640","2,448","27,715","7,666","48,954","14,797","43,665","35,176","27,217","35,753","23,642","26,781","25,373","30,350","27,551","30,961","27,671","34,375","28,685","30,417","32,660","28,663","35,829","34,017","40,380","40,468","42,182","54,112","26,569","49,689","25,443","30,316","18,127","24,368","14,377","20,891","6,746","14,603",812,"6,910",0,0,0,0,0,0
23-Aug,경원선,1907,가능,735,7,"8,257","1,891","11,931","4,054","24,812","7,773","20,833","12,446","11,902","7,690","11,633","5,970","10,559","6,987","9,898","6,766","8,545","7,993","8,009","6,844","8,123","8,789","9,930","11,191","11,348","14,643","9,118","19,110","5,620","18,564","4,441","12,284","3,758","8,723","2,615","7,732","1,139","4,843",117,"2,063",0,0,0,0,0,0
23-Aug,경원선,1908,녹양,450,9,"5,569",842,"8,454","2,563","17,282","4,981","14,228","7,632","8,235","4,257","7,679","3,628","7,081","5,076","7,024","4,519","6,370","4,814","5,491","4,871","5,727","5,974","6,102","7,276","6,896","9,854","7,331","13,490","3,895","12,492","2,803","8,401","2,315","6,462","1,471","5,896",659,"4,140",57,"1,501",0,0,0,0,0,0
23-Aug,경원선,1909,양주,"2,008",9,"5,245","1,731","11,602","6,393","30,435","10,543","23,036","10,510","15,777","6,950","14,636","6,403","12,538","7,009","12,006","7,847","11,590","8,667","9,492","8,569","9,407","10,902","10,956","12,766","12,212","15,892","12,945","21,687","6,924","21,014","4,272","13,934","3,242","11,204","1,907","10,680",811,"6,172",76,"2,686",0,0,0,0,0,0
23-Aug,경원선,1910,덕계,29,1,"4,863",929,"14,496","4,863","20,702","4,125","18,218","5,946","9,682","3,754","7,455","2,418","6,440","3,306","5,750","3,851","5,372","4,025","4,735","3,598","5,223","5,576","6,804","6,607","6,360","10,211","5,974","14,129","2,926","15,450","2,426","9,055","1,626","7,267","1,315","6,075",483,"4,264",29,"1,401",0,0,0,0,0,0
23-Aug,경원선,1911,덕정,3,0,"4,042","1,776","9,694","6,457","18,412","9,169","17,292","12,892","10,587","6,835","8,652","4,615","8,503","5,229","8,190","6,046","10,169","6,323","7,408","5,359","7,145","7,619","8,778","8,180","11,156","12,039","12,359","12,759","5,315","15,044","4,045","8,628","2,534","7,658","1,871","6,977","1,297","4,532",190,"1,557",0,0,0,0,0,0
23-Aug,경원선,1912,지행,140,1,"4,895","1,195","11,247","2,786","21,546","5,670","20,682","10,737","14,141","6,926","11,265","5,728","10,758","6,815","9,726","7,054","9,598","9,606","8,379","8,403","8,765","10,616","9,006","12,623","9,777","16,844","11,223","19,714","7,318","19,015","6,328","13,086","4,947","9,956","3,737","8,400","2,051","7,379",188,"2,344",1,0,0,0,0,0
23-Aug,경원선,1913,동두천중앙,63,2,"2,897",669,"5,183","2,401","8,209","4,197","8,068","9,292","6,011","4,730","5,712","4,062","5,058","4,886","5,605","3,997","5,257","4,958","4,738","4,156","4,988","4,697","4,991","5,145","5,850","6,245","7,124","6,405","2,941","6,027","2,082","4,314","1,429","3,205",921,"2,662",362,"2,655",17,724,0,0,0,0,0,0
23-Aug,경원선,1914,보산,43,0,"1,311",564,"2,182","1,310","4,069","2,555","3,657","2,636","3,497","1,758","2,813","1,551","2,994","1,681","2,871","1,786","2,581","2,001","2,557","1,994","2,830","2,246","3,628","2,594","4,667","3,338","3,326","4,090","1,966","4,540","1,236","3,628",927,"2,404",482,"2,195",228,"1,876",13,493,0,0,0,0,0,0
23-Aug,경원선,1915,동두천,64,3,"1,152",867,"3,178","3,486","5,416","6,288","6,105","5,482","4,948","3,851","4,693","3,777","3,908","3,659","2,982","2,562","3,858","3,666","4,110","3,278","5,101","4,264","3,881","3,450","4,382","4,407","4,507","5,380","2,369","4,057","1,308","3,940",732,"2,524",412,"2,421",170,"1,698",5,519,0,5,0,0,0,0
23-Aug,경원선,1916,소요산,155,1,779,765,"1,427","1,799","3,487","2,908","5,248","4,135","5,624","5,264","4,365","8,733","4,664","9,883","6,463","10,980","8,442","7,329","10,575","5,988","11,103","5,342","11,597","4,429","9,104","5,205","5,504","2,715","2,517","3,187","1,539","1,968",852,"1,156",584,737,158,868,7,518,0,3,0,0,0,0
23-Aug,일산선,1948,원흥,327,12,"7,263",632,"18,182","4,428","47,092","6,829","49,287","15,639","25,654","10,832","18,277","8,733","15,856","9,304","16,096","10,482","14,791","11,705","12,629","11,997","13,125","14,961","14,003","18,551","15,825","26,683","18,458","39,013","8,830","37,646","7,020","22,672","6,354","20,194","4,857","18,422","2,380","11,037",341,"2,429",0,0,0,0,0,0
23-Aug,일산선,1949,지축,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Aug,일산선,1950,삼송,706,6,"9,747","1,633","32,393","7,215","81,229","15,838","78,110","26,505","40,865","18,662","29,190","16,606","25,288","18,351","24,845","22,503","23,823","23,380","20,916","23,597","22,136","27,918","27,470","32,371","29,590","47,344","31,313","72,827","20,094","60,682","16,384","35,272","14,444","33,627","14,385","26,861","3,934","14,727",533,"3,170",2,2,0,0,0,0
23-Aug,일산선,1951,원당,234,3,"9,071","1,281","20,965","7,800","44,288","8,521","43,303","13,771","25,638","9,111","19,117","8,784","16,830","10,079","16,992","10,628","15,369","10,953","13,401","12,386","13,342","15,504","15,364","20,038","16,296","25,043","15,324","37,285","8,396","32,599","6,080","21,711","4,952","18,879","2,905","16,301",965,"10,252",99,"1,605",0,0,0,0,0,0
23-Aug,일산선,1952,화정,160,4,"12,141","1,535","25,914","7,272","53,363","12,937","53,432","31,713","32,424","22,252","26,709","19,975","25,586","20,911","27,186","22,262","26,680","24,542","24,740","24,930","25,965","30,469","28,749","33,025","31,403","41,304","30,608","60,176","16,726","49,054","15,021","29,939","14,037","26,998","11,559","25,080","4,596","13,663",619,"3,304",0,0,0,0,0,0
23-Aug,일산선,1953,대곡,279,2,"1,600",543,"4,201","2,658","10,968","2,873","9,543","3,818","4,744","2,277","3,684","2,123","3,438","2,151","3,501","2,293","3,427","2,321","3,177","2,325","3,444","2,795","4,760","3,383","5,760","4,441","6,191","7,786","3,336","6,041","2,136","3,395","1,982","3,179","1,339","3,061",733,"2,797",51,"1,153",0,0,0,0,0,0
23-Aug,일산선,1954,백석,75,2,"4,817","2,547","11,095","6,602","21,847","12,838","22,860","26,179","16,873","14,900","15,178","13,522","15,144","13,454","15,659","14,034","15,099","15,878","15,449","15,453","18,512","16,034","18,945","18,215","23,457","21,191","23,913","27,488","12,673","25,089","11,310","14,347","11,001","11,448","7,523","10,014","2,977","6,965",385,"1,683",0,1,0,0,0,0
23-Aug,일산선,1955,마두,36,0,"3,416","1,810","10,909","4,852","16,333","8,604","16,803","22,731","12,884","15,375","13,122","12,270","13,594","10,811","13,458","10,308","12,949","13,240","13,252","12,539","15,017","12,014","16,107","13,030","17,667","15,233","17,756","19,327","7,790","16,569","6,341","10,060","5,676","8,575","4,466","8,015","1,162","5,120",110,"1,176",0,0,0,0,0,0
23-Aug,일산선,1956,정발산,65,2,"2,312",830,"5,442","3,476","8,772","6,392","9,511","20,495","7,610","19,910","7,698","15,163","10,457","14,130","11,156","13,653","12,421","15,964","13,649","13,597","15,737","13,091","16,977","13,994","21,154","15,479","23,559","18,470","13,960","14,547","13,884","8,140","11,391","6,070","7,960","5,119","2,813","3,448",344,929,0,0,0,0,0,0
23-Aug,일산선,1957,주엽,137,2,"6,192","1,371","18,415","3,605","27,569","8,282","26,026","16,587","19,162","14,760","16,913","12,924","17,348","13,162","16,839","14,023","15,842","16,872","15,361","15,167","16,710","17,842","17,543","18,805","16,865","22,817","16,417","26,796","9,083","25,885","8,471","17,415","6,984","12,854","4,833","10,818","1,207","7,999",170,"2,370",0,0,0,0,0,0
23-Aug,일산선,1958,대화,172,3,"8,091","1,451","28,384","5,858","61,859","14,823","41,330","20,783","26,813","17,781","20,909","15,381","19,327","14,988","19,721","17,154","19,009","16,284","19,802","15,120","22,918","17,508","27,222","16,320","25,284","23,815","21,363","29,023","10,611","30,217","9,066","20,226","8,118","16,991","6,282","14,741","1,527","9,461",136,"3,929",8,7,0,0,0,0
23-Aug,서해선,1980,김포공항,31,0,242,"1,546",531,"5,589","1,224","7,672","1,914","8,752","2,628","5,887","2,933","6,851","3,292","7,985","3,335","8,369","5,055","7,729","5,991","6,770","6,879","5,993","6,711","6,041","7,978","6,563","9,265","5,949","6,435","3,175","5,682","1,388","6,478",789,"4,917",583,"1,605",731,37,358,0,0,0,0,0,0
23-Aug,서해선,1981,원종,211,6,"4,218",450,"6,057","2,062","13,589","3,958","12,183","5,575","7,486","3,641","6,657","3,553","6,200","3,545","6,136","4,265","5,536","4,688","5,251","5,281","5,132","6,076","6,131","8,122","6,723","11,309","6,955","15,857","3,949","13,175","3,034","7,497","2,360","6,048","1,998","5,018","1,091","3,988",24,433,0,0,0,0,0,0
23-Aug,서해선,1982,부천종합운동장,17,1,"1,355",346,"2,274","1,018","6,226","2,050","6,116","2,726","3,049","1,327","1,832","1,006","1,634",994,"1,715","1,235","1,622","1,342","1,466","1,420","1,554","1,690","1,778","2,522","2,356","3,773","2,660","6,784","1,145","5,496",944,"3,058",878,"2,744",631,"2,804",291,"1,702",23,300,1,1,0,0,0,0
23-Aug,5호선,2511,방화,38,1,"5,221",10,"11,805","4,221","27,208","5,898","25,323","13,146","14,689","7,732","11,436","5,974","10,885","6,277","11,556","7,341","10,983","7,694","9,830","8,639","9,787","10,016","11,054","11,922","11,277","14,870","10,744","22,637","5,533","19,886","4,072","12,476","3,028","10,751","1,989","10,602",890,"6,638",142,"2,329",1,225,0,0,0,0
23-Aug,5호선,2512,개화산,2,0,"4,521",235,"8,482","4,495","22,120","6,896","20,208","17,515","11,460","7,458","8,329","5,023","7,773","5,443","8,764","6,408","7,759","5,680","6,792","5,885","6,943","7,275","8,583","8,813","12,341","11,485","14,726","17,335","5,781","15,018","3,496","9,441","2,900","8,763","2,638","7,904",771,"4,529",98,"1,679",1,22,0,0,0,0
23-Aug,5호선,2513,김포공항,6,0,686,"3,011","3,109","9,817","12,286","16,388","15,451","20,023","10,048","13,438","10,302","15,978","12,292","17,700","12,988","17,917","15,621","19,014","18,794","17,554","21,916","16,539","22,112","16,532","27,139","16,258","28,894","15,457","19,583","8,523","16,371","4,165","15,461","2,566","13,486","1,646","4,607",999,286,456,0,1,0,0,0,0
23-Aug,5호선,2514,송정,35,1,"3,963","1,167","8,113","4,143","19,013","7,188","21,617","11,580","14,399","7,917","11,021","6,122","9,538","6,804","9,770","7,629","8,732","7,756","8,590","7,917","8,758","9,327","10,364","11,033","11,429","13,767","12,824","18,758","7,246","15,691","5,525","10,124","4,800","9,423","3,589","8,937","1,905","5,431",247,"1,928",1,1,0,0,0,0
23-Aug,5호선,2515,마곡,1,0,"2,616","5,944","8,394","14,470","24,976","17,278","25,361","53,358","13,532","32,814","10,820","14,499","11,609","11,528","12,038","11,890","13,109","12,733","13,691","11,975","17,280","12,185","26,157","15,098","35,767","18,677","43,216","27,775","18,883","20,649","13,401","10,955","11,085","9,890","7,316","9,735","3,418","5,172",506,"2,082",0,0,0,0,0,0
23-Aug,5호선,2516,발산,3,0,"3,771","2,548","10,585","15,958","27,765","40,807","29,513","118,739","19,225","59,695","19,661","30,670","22,812","29,313","25,173","28,223","27,148","30,123","30,101","27,116","37,448","27,170","44,310","29,084","69,223","37,276","93,222","54,006","39,599","38,875","32,474","20,974","32,573","15,943","27,535","14,628","11,477","8,551","1,574","2,655",0,0,0,0,0,0
23-Aug,5호선,2517,우장산,0,0,"7,522",903,"23,354","4,974","55,710","12,444","56,636","21,308","29,606","15,868","23,896","13,843","22,737","13,043","23,107","15,710","21,223","18,599","18,879","18,752","21,439","22,359","24,812","26,958","23,865","34,226","20,073","56,446","12,227","42,274","8,708","24,314","7,564","22,349","6,026","23,801","1,912","12,944",328,"3,345",0,0,0,0,0,0
23-Aug,5호선,2518,화곡,202,4,"23,787","1,549","45,070","10,497","117,295","14,780","143,174","30,041","70,900","25,644","43,511","19,037","38,261","19,081","40,129","22,062","37,118","25,016","30,933","28,974","29,771","36,275","34,525","49,221","36,671","67,004","38,134","122,954","22,314","87,755","17,000","53,899","13,787","50,809","11,052","43,824","4,599","26,782",697,"8,123",0,1,0,0,0,0
23-Aug,5호선,2519,까치산,267,8,"26,622","1,757","45,705","8,626","122,970","11,323","149,805","21,809","77,415","18,820","45,082","18,045","39,101","20,774","40,178","24,183","36,023","26,309","29,901","30,526","28,545","40,793","31,346","52,229","31,081","70,034","30,736","124,355","20,140","94,449","15,767","60,609","12,745","57,455","10,280","47,650","5,042","29,131",754,"8,534",1,350,0,0,0,0
23-Aug,5호선,2520,신정(은행정),97,5,"13,487",747,"24,399","3,623","62,347","7,686","76,569","13,166","34,758","8,720","19,681","7,738","16,615","8,072","17,079","9,554","15,123","10,638","12,413","12,262","12,090","16,223","13,892","21,439","14,964","29,030","15,232","49,801","8,513","35,389","6,368","22,818","5,009","21,771","3,997","20,588","1,684","11,955",244,"3,460",0,0,0,0,0,0
23-Aug,5호선,2521,목동,10,0,"9,128","1,409","21,662","5,622","58,086","18,243","69,964","26,962","33,123","21,018","23,246","15,090","21,178","14,213","21,854","16,942","20,612","20,456","19,666","19,444","19,898","22,838","22,765","30,463","27,502","44,392","28,230","80,388","15,604","52,141","13,421","30,542","13,840","28,005","15,563","25,119","4,472","13,550",591,"4,576",0,0,0,0,0,0
23-Aug,5호선,2522,오목교(목동운동장앞),3,0,"5,085","1,914","15,788","8,599","48,523","29,385","53,182","66,304","28,292","52,035","22,108","31,643","23,408","30,785","26,604","29,605","28,091","32,799","28,277","31,473","31,116","32,993","39,604","38,672","51,361","52,849","67,732","76,179","35,881","46,373","37,861","26,717","31,827","22,320","27,021","19,915","7,955","11,135",991,"3,424",0,0,0,0,0,0
23-Aug,5호선,2523,양평,0,0,"2,313",742,"7,351","4,012","24,263","9,813","28,606","37,574","12,824","13,904","8,071","5,906","7,293","5,479","7,900","5,937","7,822","5,881","7,014","5,752","7,626","6,822","10,051","8,489","16,489","12,862","31,729","24,045","8,696","15,354","5,632","10,426","4,529","9,346","3,181","8,838","1,613","5,151",209,"1,701",0,0,0,0,0,0
23-Aug,5호선,2524,영등포구청,1,0,"1,234",725,"2,898","2,463","8,749","6,867","12,834","25,797","5,840","10,265","4,171","4,295","4,459","3,649","4,746","4,134","4,675","4,538","4,552","4,047","5,202","4,478","6,740","5,024","11,034","6,983","22,521","13,534","6,529","6,635","4,693","4,476","4,386","4,118","3,176","3,824","1,579","2,155",254,511,0,0,0,0,0,0
23-Aug,5호선,2525,영등포시장,4,0,"3,134",972,"6,563","5,399","24,139","14,405","35,297","38,386","15,730","22,053","11,341","15,981","11,584","15,617","13,965","18,753","13,555","21,163","13,675","17,266","17,752","14,444","23,091","15,410","29,335","20,012","39,252","34,452","17,791","19,815","12,638","12,577","11,294","11,853","7,799","11,071","3,326","7,184",467,"1,672",0,0,0,0,0,0
23-Aug,5호선,2526,신길,50,0,"2,231",409,"4,686","1,923","16,692","4,746","24,717","13,836","11,046","5,504","6,768","2,758","5,064","3,224","5,133","3,284","4,731","4,005","3,942","3,861","4,473","4,768","5,402","6,753","7,962","11,384","12,882","20,664","5,015","11,741","3,307","9,635","3,359","9,007","2,690","9,023","1,375","5,885",186,"1,739",0,0,0,0,0,0
23-Aug,5호선,2527,여의도,3,0,"2,278","3,513","4,192","31,086","10,687","146,222","14,205","223,564","12,053","82,418","12,740","37,733","19,769","36,596","20,959","34,327","26,249","37,211","33,352","30,142","43,052","27,703","61,821","28,562","157,391","33,567","180,955","40,392","68,475","17,916","56,862","9,849","44,108","8,054","26,142","6,924","8,889","4,193","1,016","2,045",1,3,0,0,0,0
23-Aug,5호선,2528,여의나루,25,1,"1,825","1,692","2,999","15,759","5,569","39,630","8,733","70,026","5,172","28,125","4,733","20,560","6,654","19,515","8,495","19,368","9,751","21,501","13,122","21,869","17,762","22,069","28,203","24,161","50,590","29,748","63,383","33,207","32,623","24,776","42,206","16,127","36,681","10,107","29,883","6,232","12,239","2,972",952,887,0,0,0,0,0,0
